Key,Value
8201,%on[/end]
8202,"The Stronghold of %mn[/record]
Castle %mn[/record]
Castle %mn[/record]
The Fortress of %mn[/record]
The Hold of %mn[/record]
%mn's Hold[/record]
The Citadel of %mn[/record]
Tower %mn[/record]
%mn Tower[/record]
The Tower of %mn[/record]
%mn's Guard[/record]
%mn Hall[/end]"
8203,"The Dungeon of %mn[/record]
The Prison of %mn[/record]
The %mn Prison[/record]
The Gaol of %mn[/record]
%mn's Gaol[/record]
The Penitentiary of %mn[/record]
The %mn Reformatory[/record]
The %mn House of Correction[/record]
The %mn Asylum[/record]
The Asylum of %mn[/end]"
8204,"The Temple of %dn[/record]
The Cathedral of %dn[/record]
The %dn Monastery[/record]
The Monastery of %dn[/record]
%dn Minster[/record]
The Abbey of %dn[/record]
The %dn Manse[/record]
The %dn Rectory[/record]
The Convent of %dn[/record]
The %dn Cloister[/record]
The Friary of %dn[/record]
The Shrine of %dn[/record]
The %dn Shrine[/record]
The %dn Hermitage[/record]
The Hermitage of %dn[/end]"
8205,"The Mines of %mn[/record]
The %mn Mines[/record]
The %mn Lode[/record]
The %mn Pit[/record]
The %mn Quarry[/record]
The Quarry of %mn[/record]
The %mn Excavation[/record]
The %mn Tunnel[/record]
The %mn Dig[/end]"
8206,"The %dn Cavern[/record]
The %dn Cave[/record]
The Cave of %dn[/record]
The Cavern of %dn[/record]
The Grotto of %dn[/record]
The %dn Grotto[/record]
The Lair of %dn[/record]
The Hole of %dn[/record]
The %dn Hole[/record]
%dn Hollow[/record]
The Pit of %dn[/record]
The Den of %dn[/end]"
8207,"The %fn Coven[/record]
The Coven of %fn[/record]
The Cult of %fn[/record]
%fn Cultus[/record]
The Cabal of %fn[/record]
The %fn Cabal[/record]
The %fn Tradition[/record]
The Tenebrium of %fn[/end]"
8208,"The Haunt of %vn[/record]
The House of %vn[/record]
Castle %vn[/record]
%vn Hall[/record]
The Haunt of %vn[/record]
The House of %vn[/record]
Castle %vn[/record]
%vn Hall[/record]
The Haunt of %vn[/record]
The House of %vn[/record]
Castle %vn[/record]
%vn Hall[/record]
The %vn Mews[/end]"
8209,"%mn Laboratory[/record]
%mn Laboratory[/record]
%mn Laboratory[/record]
The Laboratory of %mn[/record]
The %mn Academy[/record]
The School of %mn[/end]"
8210,"The Nest of %on[/record]
The Nest of %on[/record]
The %on Aerie[/record]
The %on Aerie[/record]
The %on Mews[/record]
The %on Nest[/record]
The %on Coop[/record]
The Roost of %on[/record]
The Aviary of %on[/record]
The Roost of %on[/record]
The Aviary of %on[/record]
The %on Aviary[/record]
The %on Aviary[/end]"
8211,"Castle %ln[/record]
The Castle of %ln[/record]
The Fortress of %ln[/record]
The Hold of %ln[/record]
%ln's Hold[/record]
The Citadel of %ln[/record]
Tower %ln[/record]
The Tower of %ln[/record]
%ln's Guard[/record]
%ln Hall[/record]
The House of %ln[/record]
The %ln Ruins[/record]
The %ln Remains[/end]"
8212,"%on's Nest[/record]
The Nest of %on[/record]
The %on Nest[/record]
%on's Web[/record]
The Web of %on[/record]
%on's Web[/record]
The Web of %on[/record]
The %on Web[/record]
The %on Web[/record]
The Lair of %on[/record]
The %on Lair[/end]"
8213,%on[/end]
8214,"%dn's Den[/record]
The Lair of %mn[/record]
The Den of %mn[/record]
The Chamber of %mn[/end]"
8215,"The Gathering of %fn[/record]
The Assembly of %fn[/record]
The %fn Assembly[/record]
The Convocation of %fn[/record]
The %fn Council[/record]
The Conclave of %fn[/record]
The %fn Convergence[/record]
The Community of %fn[/record]
The Circle of %fn[/record]
The %fn Circle[/end]"
8350,"Today the people of %cn are having[/center]
the New Life Festival in celebration of a new[/center]
year. The Emperor has ordered yet another tax[/center]
increase in his New Life Address, and there is[/center]
much grumbling about this. Still, despite financial[/center]
difficulties, the New Life tradition of free ale[/center]
at all the taverns in the %ct continues. The[/center]
people of %cn certainly know how to hold a[/center]
celebration ...[/center]
[/end]"
8351,"Scour Day is a celebration held in most High Rock[/center]
villages on the day after New Life. It was once[/center]
the day one cleans up after New Life, but has[/center]
changed into a party of its own.[/center]
[/end]"
8352,"Ovank'a is the day the people of the Alik'r Desert[/center]
offer prayers to Stendarr in the hopes of a mild[/center]
and merciful year. It is considered very holy.[/center]
[/end]"
8353,"The 15th of Morning Star is a holiday taken very[/center]
seriously in %cn, where they call[/center]
it South Wind's Prayer, a plea by all the religions[/center]
of Tamriel for a good planting season. Citizens with[/center]
every affliction known in Tamriel flock to services[/center]
in the %ct's temples, as the clergy is[/center]
known to perform free healings on this day. Only[/center]
a few will be judged worthy of this service, but[/center]
few can afford the temples usual price...[/center]
[/end]"
8354,"The Day of Lights is celebrated as a holy day by[/center]
most villages in Hammerfell on the Iliac Bay.[/center]
It is a prayer for a good farming and fishing[/center]
year, and is taken very seriously.[/center]
[/end]"
8355,"The people in Yeorth Burrowland invented Waking Day[/center]
in prehistoric times to wake the spirits of nature[/center]
after a long, cold winter. It has evolved into a[/center]
sort of orgiastic celebration of the end of winter.[/center]
[/end]"
8356,"Mad Pelagius is a silly little tradition in High[/center]
Rock in a mock memorial to Pelagius Septim II, one[/center]
of the maddest emperors in recent history. He died[/center]
about 350 years ago, so the Septims since have taken[/center]
it with good humor.[/center]
[/end]"
8357,"The people of Dwynnen have a huge party to celebrate[/center]
Othroktide, the day when Baron Othrok took Dwynnen[/center]
from the undead forces who claimed it in the Battle[/center]
of Wightmoor.[/center]
[/end]"
8358,"The people of Glenumbra Moors may be the only people[/center]
to remember or care about the battle between Aiden[/center]
Direnni and the Alessian Army in the first era.[/center]
They celebrate it vigorously on the Day of Release.[/center]
[/end]"
8359,"Today is the 16th of Sun's Dawn, a holiday celebrated[/center]
all over Tamriel as Heart's Day. It seems that in every[/center]
house, the Legend of the Lovers is being sung for the[/center]
younger generation. In honor of these Lovers, Polydor[/center]
and Eloisa, the inns of the %ct offer a[/center]
free room for visitors. If such kindness had been[/center]
given the Lovers, it is said, it would always be[/center]
springtime in the world.[/center]
[/end]"
8360,"Perserverance Day is quite a party in Ykalon. It was[/center]
originally held as a solemn memorial to those killed[/center]
in battle, resisting the Camaron Usurper, but has[/center]
since become a boisterous festival.[/center]
[/end]"
8361,"The villages in the Bantha celebrate the baser[/center]
urges that come with Springtide on Aduros Nau.[/center]
The traditions vary from village to village, but none[/center]
of them are for the overly virtuous.[/center]
[/end]"
8362,"On the 7th of First Seed every year, the people of %cn[/center]
celebrate First Planting, symbolically sowing the seeds[/center]
for the autumn harvest. It is a festival of fresh[/center]
beginnings, both for the crops and for the men and[/center]
women of the %ct. Neighbors are reconciled[/center]
in their disputes, resolutions are formed, bad habits[/center]
dropped, the diseased cured. The clerics at the[/center]
temples run a free clinic all day long to cure[/center]
people of poisoning, different diseases, paralyzation,[/center]
and the other banes found in the world of Tamriel.[/center]
[/end]"
8363,"The Day of Waiting is a very old holy day among[/center]
certain settlements in the Dragontail Mountains.[/center]
Every year at that time, a dragon is supposed to[/center]
come out of the desert and devour the wicked, so[/center]
everyone locks himself up inside.[/center]
[/end]"
8364,"Flower Day is another of the frivolous celebrations[/center]
of High Rock. Children pick the new flowers of spring[/center]
while older Bretons, cooped up all winter, come[/center]
out to welcome the season with dancing and singing.[/center]
[/end]"
8365,"During the Festival of Blades, the people of the[/center]
Alik'r Desert celebrate the victor of the first Redguard[/center]
over a race of giant goblins. The story is considered[/center]
a myth by most scholars, but the holiday is still[/center]
very popular in the desert.[/center]
[/end]"
8366,"On Gardtide, the people of Tamarilyn Point hold a[/center]
festival to honor Druagaa, the old goddess of[/center]
flowers. Worship of the goddess is all but dead,[/center]
but the celebration is always a great success.[/center]
[/end]"
8367,"The Day of the Dead is one of the more peculiar[/center]
holidays of Daggerfall. The superstitious say that[/center]
the dead rise on this holiday to wreak vengeance[/center]
on the living. It is a fact that King Lysandus'[/center]
spectre began its haunting on the Day of the[/center]
Dead, 3E 404.[/center]
[/end]"
8368,"All along the seaside of Hammerfell, no one leaves[/center]
their houses on the Day of Shame. It is said that[/center]
the Crimson Ship, a vessel filled with victims of[/center]
the Knahaten Plague who were refused refuge hundreds[/center]
of years ago, will return on this day.[/center]
[/end]"
8369,"Be warned that today is Jester's Day in the[/center]
%ct of %cn, and pranks are[/center]
being set up from one end of town to the other.[/center]
It is as if a spell has been cast over the[/center]
community, for even the most taciturn and[/center]
dignified councilman might attempt to play a[/center]
joke on his %t. The Thieves Guild[/center]
finds particular attention as everyone looks for[/center]
pickpockets in particular.[/center]
[/end]"
8370,"The celebration of Second Planting is in full glory[/center]
this day. It is a holiday with traditions similar to[/center]
First Planting, improvements on the first seeding[/center]
symbolically to suggest improvements on the soul.[/center]
The free clinics of the temples are open for the[/center]
second and last time this year, offering cures for[/center]
those suffering from any kind of disease or affliction.[/center]
Because peace and not conflict is stressed at this time,[/center]
battle injuries are healed only at full price.[/center]
[/end]"
8371,"Marukh's Day is only observed by certain communities[/center]
in Skeffington Wood. By comparing themselves to the[/center]
virtuous prophet Marukh, the people of Skeffington[/center]
Wood pray for the strength to resist temptation.[/center]
[/end]"
8372,"The Fire Festival in Northmoor is one of the most[/center]
attended celebrations in High Rock. It began as a[/center]
pompous display of magic and military strength in[/center]
ancient days and has become quite a festival.[/center]
[/end]"
8373,"Fishing Day is a big celebration for the Bretons[/center]
who live off the bounty of the Iliac Bay. They are[/center]
not a usually flamboyant people, but on Fishing[/center]
Day, they make so much noise, fish have been[/center]
scared away for weeks.[/center]
[/end]"
8374,"The festival of Drigh R'Zimb, held in the hottest[/center]
time of year in Abibon-Gora, is a jubilation held[/center]
for the sun Daibethe itself. Scholars do not know[/center]
how long Drigh R'Zimb has been held, but it is[/center]
possible the Redguards brought the festival[/center]
with them when they came in the first era.[/center]
[/end]"
8375,"Today is the 16th of Mid Year, the traditional day[/center]
for the Mid Year Celebration. Perhaps to alleviate[/center]
the annual news of the Emperor's latest tax increase,[/center]
the %ct temples offer blessings for[/center]
only half the donation they usually suggest. Many so[/center]
blessed feel confident enough to enter the[/center]
%lp dungeons when they are not fully[/center]
prepared, so this joyous festival has often been[/center]
known to turn suddenly into a day of defeat and tragedy.[/center]
[/end]"
8376,"Dancing Day is a time-honored holiday in Daggerfall.[/center]
Who started it is questionable, but the Red Prince[/center]
Atryck popularized it in the second era. It is an[/center]
occasion of great pomp and merriment for all[/center]
the people of Daggerfall, from the nobles down.[/center]
[/end]"
8377,"Tibedetha is middle Tamrielic for ""Tibers Day.""[/center]
It is not surprising that the lorddom of Alcaire[/center]
celebrates its most famous native with a great[/center]
party. Historically, Tiber Septim never returned[/center]
once to his beloved birthplace.[/center]
[/end]"
8378,"The bargain shoppers of the known world are out in[/center]
force today and it is little wonder, for the 10th[/center]
of Sun's Height is a holiday called the Merchants'[/center]
Festival. Every marketplace and equipment store[/center]
has dropped their prices to at least half. The only[/center]
shop not being patronized today is the Mages Guild,[/center]
where prices are as exorbitant as usual. Most[/center]
citizens in need of a magical item are waiting two[/center]
months for the celebration of Tales and Tallows[/center]
when prices will be more reasonable...[/center]
[/end]"
8379,"During Divat Etep't, the people of Antiphyllos[/center]
mourn the death of the one of the greatest of the[/center]
early Redguard heroes, Divat, son of Frandar of[/center]
the Hel Ansei. His deeds are questioned by[/center]
historians, but his tomb in Antiphyllos is[/center]
almost certainly genuine.[/center]
[/end]"
8380,"You will have to wait until tomorrow if you are[/center]
planning on making any equipment purchases, for[/center]
all stores are closed in observance of Sun's Rest.[/center]
Of course, the temples, taverns, and Mages Guild in[/center]
the %ct are still open their regular[/center]
hours, but most citizens chose to devote this day[/center]
to relaxation, not commerce or prayer. This is not[/center]
a convenient arrangement for all, but the[/center]
Merchants' Guild heavily fines any shop that stays[/center]
open, so everyone complies.[/center]
[/end]"
8381,"Few besides the natives of the Alik'r Desert[/center]
would venture out on the hottest day of the year,[/center]
Fiery Night. It's a lively celebration with a[/center]
meaning lost in antiquity.[/center]
[/end]"
8382,"On the day of Maiden Katrica, the people of[/center]
Ayasofya show their appreciation for the warrior[/center]
that saved their county with the biggest party[/center]
of the year.[/center]
[/end]"
8383,"Koomu Alezer'i means simply ""We Acknowledge"" in[/center]
old Redguard, and it has been a tradition in[/center]
Sentinel for thousands of years. No matter the[/center]
harvest, the people of Sentinel solemnly thank[/center]
the gods for their bounty, and pray to be[/center]
worthy of the graces of the gods.[/center]
[/record]
"
8384,"The Feast of the Tiger in the Bantha rainforest[/center]
is like other holidays in praise of a bountiful[/center]
harvest. It is not, however, a solemn occasion[/center]
for introspection and thanksgiving, but a great[/center]
celebration and festival from village to village.[/center]
[/end]"
8385,"Appreciation Day in Anticlere is an ancient[/center]
holiday of thanksgiving for a bountiful harvest[/center]
for the people of Anticlere. It is considered[/center]
a holy and contemplative day, devoted to Mara,[/center]
the goddess-protector of Anticlere.[/center]
[/end]"
8386,"Perhaps no other festival fires the spirit of[/center]
%cn as much as the one held[/center]
today, Harvest's End. The work of the year is[/center]
over, the seeding, sowing, and reaping. Now is[/center]
the time to celebrate and enjoy the fruits of[/center]
the harvest, and even visitors to %reg are[/center]
invited to join the farmers. The taverns offer[/center]
free drinks all day long, an extravagance[/center]
before the economy of the coming winter months.[/center]
Underfed farm hands gorging themselves and then[/center]
getting sick in the town square are the most[/center]
common sights of the celebration of Harvest's End.[/center]
[/end]"
8387,"No other holiday divides the people of %cn like[/center]
the 3rd of Hearth Fire. A few of the oldest, more[/center]
superstitious men and women do not speak all day[/center]
long for fear that the evil spirits of the dead[/center]
will enter their bodies. Most citizens enjoy the[/center]
holiday, calling it Tales and Tallows, but even[/center]
the most lighthearted avoid the dark streets of[/center]
%cn, for everyone knows the dead[/center]
do walk tonight. Only the Mages Guild completely[/center]
thrives on this day. In celebration of the[/center]
oldest magical science, necromancy, all magical[/center]
items are half price today.[/center]
[/end]"
8388,"Every town and fellowship in the Wrothgarian[/center]
Mountains celebrates Khurat, the day when the[/center]
finest young scholars are accepted into the[/center]
various priesthoods. Even those people without[/center]
children of age go to pray for the wisdom and[/center]
benevolence of the clergy.[/center]
[/end]"
8389,"Riglametha is celebrated on the twelfth of[/center]
Hearth Fire every year in Lainlyn as a celebration[/center]
of Lainlyns many blessings. Pageants are held on[/center]
such themes as the Ghraewaj, when the Daedra[/center]
worshippers in Lainlyn were changed to harpies[/center]
for their blasphemy.[/center]
[/end]"
8390,"Children's Day in Betony is a festive occasion[/center]
with a grim history. All know though few choose[/center]
to recall that Children's Day began as a[/center]
memorial to the dozens of children in Betony[/center]
who were stolen from their homes by vampires[/center]
one night never to be seen again. This happened[/center]
over a hundred years ago, and the holiday has[/center]
since become a celebration of youth.[/center]
[/end]"
8391,"The fifth of Frost Fall marks Dirij Tereur for[/center]
the people of the Alik'r Desert. It is a sacred[/center]
day honoring Frandar Hund, the traditional[/center]
spiritual leader of the Redguards who led them[/center]
to Hammerfell in the first era. Stories are[/center]
read from Hund's Book of Circles, and the[/center]
temples in the region are filled to capacity.[/center]
[/end]"
8392,"Today is the 13th of Frostfall, known throughout[/center]
Tamriel as the Witches' Festival when the forces[/center]
of sorcery and religion clash. The Mages Guild gets[/center]
most of the business since weapons and items are[/center]
evaluated for their mystic potential free of charge[/center]
and magic spells are one half their usual price.[/center]
Demonologists, conjurors, lamias, warlocks, and[/center]
thaumaturgists meet in the wilderness outside %cn,[/center]
and the creatures created or summoned there may[/center]
plague Tamriel for eons. Most wise men choose not[/center]
to wander this night.[/center]
[/end]"
8393,"On the 23rd of Frost Fall in the 121st year of[/center]
the first era, the empress Kintyra Septim II[/center]
met her death in the imperial dungeons[/center]
in Glenpoint on the orders of her cousin and[/center]
usurper Cephorus I. Her death is remembered in[/center]
Glenpoint as the day called Broken Diamonds.[/center]
It is a day of silent prayer for the wisdom[/center]
and benevolence of the imperial family of Tamriel.[/center]
[/end]"
8394,"Once the 30th of Frostfall, the Emperor's Birthday,[/center]
was the most popular holiday of the year. Great[/center]
traveling carnivals entertained the masses, while[/center]
the aristocracy of %cn enjoyed the annual[/center]
Goblin Chase on horseback. Recently, these[/center]
traditions have fallen into neglect. It has been[/center]
decades since there was a big carnival in[/center]
%cn and longer still since a[/center]
%t of the %ct sponsered a Goblin Chase.[/center]
[/end]"
8395,"The Serpents Dance in Satakalaam may or may not[/center]
have begun as a serious religious holiday[/center]
dedicated to a snake god, but in this day, it[/center]
is a reason for a great street festival.[/center]
[/end]"
8396,"On the 8th of Suns Dusk, the Bretons of Glenumbra[/center]
Moors hold the Moon Festival, a joyous holiday[/center]
in honor of Secunda, goddess of the moon. Although[/center]
the goddess has no active worshippers, the[/center]
traditional celebration has continued through[/center]
the ages as a time of feasting and merriment.[/center]
[/end]"
8397,"Hel Anseilak, which means ""Communion with the[/center]
Saints of the Sword"" in Old Redguard is the[/center]
most serious of holy days for the people of[/center]
Pothago. The ancient way of Hel Ansei is never[/center]
practiced by modern Redguards, but its rich[/center]
heritage is remembered and honored on this day.[/center]
[/end]"
8398,"Today is the 20th of Sun's Dusk, the Warriors[/center]
Festival in %cn. Most all the[/center]
local warriors, spellswords, and rogues come[/center]
to the equipment stores and blacksmiths where[/center]
all weapons are half price. Unfortunately,[/center]
the low prices also tempt many an untrained[/center]
boy to buy his first sword and the normally[/center]
quiet %cn streets ring with[/center]
amateur skirmishes. The %t has[/center]
pardoned most of these ruffians in the past,[/center]
but has promised to be less merciful this year.[/center]
[/end]"
8399,"Today is the 15th of Evening Star, a holiday[/center]
reverently observed by the temples as North[/center]
Wind's Prayer. It is a thanksgiving to the Gods[/center]
for a good harvest and a mild winter. Some years,[/center]
like this one, the harvest was not particularly[/center]
good and the winter unseasonally harsh in[/center]
%cn, but as the %t is fond of saying,[/center]
""It could be much worse."" The temples offer all[/center]
their services blessing, curing, healing for[/center]
half the donation usually requested.[/center]
[/end]"
8400,"Baranth Do is celebrated on the 18th of Evening[/center]
Star by the Redguards of the Alik'r Desert. Its[/center]
meaning is ""Goodbye to the Beast of Last Year.""[/center]
Pageants featuring demonic representations of[/center]
the old year are popular, and revelry to honor[/center]
the new year is everywhere.[/center]
[/end]"
8401,"Chil'a, the blessing of the new year in the[/center]
barony of Kairou, is both a sacred day and a[/center]
festival. The archpriest and the baroness[/center]
each consecrate the ashes of the old year in[/center]
solemn ceremony, then street parades, balls,[/center]
and tournaments conclude the event.[/center]
[/end]"
8402,"The New Life festival comes a few days early[/center]
in Wayrest with Saturalia, traditionally held[/center]
on the 25th of Evening Star. Originally a[/center]
holiday for a long forgotten god of debauchery,[/center]
it has become a time of gift giving, parties,[/center]
and parading. Visitors are encouraged[/center]
to participate.[/center]
[/end]"
8403,"On the last day of the year the Empire celebrates[/center]
the holiday called Old Life. Many go to the temples[/center]
to reflect on their past. Some go for more than[/center]
this, for it is rumored that priests will as the[/center]
last act of the year perform resurrections on[/center]
beloved friends and family members free of the[/center]
usual charge. Worshippers know better than to[/center]
expect this philanthropy, but they arrive in a[/center]
macabre procession with the recently deceased[/center]
nevertheless.[/center]
[/end]"
8525,"when ale flows free in all the taverns in all the cities of Tamriel.[/record]
the biggest party of the year![/record]
a huge drunken orgy I really don't approve of.[/record]
when everyone goes wild 'cause the drinks are free everywhere.[/record]
the time when free drinks turns everyone out on the street.[/end]"
8526,"when the temple will occasionally perform free healings.[/record]
the time when everyone prays for a good planting season.[/record]
a major religious holiday here in %cn.[/record]
when I can get this festering sore on my foot healed, maybe for free![/record]
held over at the temple, where the clergy sometimes heals the sick for free.[/record]
"
8527,"when tavern rooms all over Tamriel are free for the night.[/record]
when my family gets together to sing 'The Legend of the Lovers.'[/record]
a great time for getting a good room at the %nt for free![/record]
when, in honor of Polydor and Eloisa, rooms may be had for free in any inn.[/record]
the celebration in honor of the Lovers, Polydor and Eloisa.[/end]"
8528,"when I might be cured of my... social disease at no charge.[/record]
the holiday when disputes between neighbors are cleared up. In theory, of course.[/record]
a good time to visit the temple. They cure people of all sorts of diseases for free then.[/record]
one of the two times the clerics at the temple won't demand a donation for curing you.[/record]
when everyone makes resolutions they never intend to keep.[/end]"
8529,"when you really have to be on the lookout for pickpockets.[/record]
a great time to be in %cn, if you're a thief.[/record]
a little too much revelry than I'm accustomed to.[/record]
when everyone's a jester and a thief.[/record]
one holiday too vulgar to be believed, in my opinion.[/end]"
8530,"when you can see every diseased %ra in %cn heading for the temple for a free cure.[/record]
a good time to see the clerics at the temple if you're poisoned or sick.[/record]
my last chance to get a free cure for my scabies at the temple. Until next year.[/record]
the perfect time to get your diseases cured at the temple for free.[/record]
when everyone is supposed to realize his own limitations, supposedly.[/end]"
8531,"when the Emperor will probably announce yet another tax increase.[/record]
when the temple offers blessings for half price.[/record]
when the Emperor's heralds go all over Tamriel, mostly to announce new taxes.[/record]
a good time to visit the temple if you don't mind the lines, blessing are half price.[/record]
when requested donations for blessings at the temple are at half their usual price.[/end]"
8532,"when everyone in %cn goes shopping for the best bargains of the year.[/record]
the best time to buy all the equipment and supplies you might need.[/record]
when supplies most everywhere in Tamriel are half-price, by order of the Guild.[/record]
the busiest shopping day of the year, bar none.[/record]
a day worth spending all the money you've saved, believe me.[/end]"
8533,"when all the stores in %cn, maybe in all Tamriel, are closed.[/record]
a day worth remembering, 'cause you can't do any shopping then.[/record]
when everyone goes crazy, because there's not a shop open in all %cn.[/record]
when people have to take a trip out to the country if they want to buy something.[/record]
the day the business quarter of %cn looks utterly deserted.[/end]"
8534,"when everyone in %cn, even people with no money, visits the taverns for a food orgy.[/record]
the day when gluttony is encouraged all over Tamriel.[/record]
an excellent time to sample drinks in every tavern in %cn for free![/record]
when food is free and drinks are free in almost every inn in Tamriel.[/record]
the food festival celebrating a successful harvest, even if it's not successful at all.[/end]"
8535,"when magical items are half price in the Mages Guild.[/record]
the day all temples in %cn are closed to the public so the clergies may pray for the dead.[/record]
when the undead walk the streets of %cn.[/record]
the best day to pick up a magical item cheaply over at the Mages Guild.[/record]
a bad time to get sick, for all the temples all over Tamriel close for prayers.[/end]"
8536,"the day the temples and Mages Guild vie for attention. Guess whose side I'm on.[/record]
when you can get any item evaluated for mystic potential at the Mages Guild for free.[/record]
when this %ct is filled to her edges with Mages, Nightblades, and Spellswords.[/record]
a good day to buy a cheap spell scroll at the Mages Guild if you get there early.[/record]
when every temples in Tamriel is open all night long to combat evil.[/end]"
8537,"when we had parades and hunts ... in the good old days.[/record]
the day the aristocrats in %cn used to have the horseback Goblin Chase in the old days.[/record]
not the Emperor's real birthday - it's all symbolic, you know.[/record]
when everyone celebrates in the taverns.[/record]
in honor of the Emperor's forty-somethingth year in Tamriel.[/end]"
8538,"a good time to pick up a sword or whatever cheap in one of the equipment stores.[/record]
when all weapons in all equipment stores are half price.[/record]
the day when the warriors of %cn test their mettle, unfortunately in the streets.[/record]
a truly barbaric celebration of warfare.[/record]
the perfect time to buy a weapon you couldn't ordinarily afford.[/end]"
8539,"the holiest day of the year, in my opinion.[/record]
when you can get blessed, cured, healed, the works in the temple for half price.[/record]
a day of thanksgiving.[/record]
when the temple ask only half the usual donation for any of the services there.[/record]
a pretty good time to get fixed up by the temple for a reasonable donation.[/end]"
8540,"when all prepare for the real party - New Life, the next day.[/record]
the day we ask forgiveness for old sins, before committing new ones.[/record]
a day of rest before New Life, which is one big party.[/record]
a good time to go to the temple of your choice.[/record]
when even unpopular temples in %cn are packed with people.[/end]"
8550,"Yes %hnr. I am also a member of %fpc, and am at your disposal.[/center]
[/record]
I am a loyal member of %fpc. Honored %hnr, what is your wish?[/center]
[/record]
As a member of %fpc, I am yours to command, %hnr.[/center]
[/record]
I am always glad to help.[/center]
[/end]"
8551,"It's always good to meet another member of %fnpc.[/center]
[/record]
%fnpc member? I thought so. Glad to help.[/center]
[/record]
Fellow members of %fnpc have to stick together.[/center]
[/record]
What can I do for you?[/center]
[/end]"
8552,"I have heard of you, %pcn. As a fellow[/center]
member of %fnpc, I am embarrassed to be seen[/center]
with you.[/center]
[/record]
I don't care if you are in %fnpc. I'm not[/center]
helping the likes of you.[/center]
[/record]
Just because you are also in %fnpc, doesn't[/center]
mean I have to help you.[/center]
[/record]
I don't have time for this. I have places to be.[/center]
[/end]"
8553,"For an honored member of %fpc, I am glad to help.[/center]
[/record]
Yes, %hnr. I am in %fnpc, and grateful for the chance to assist you.[/center]
[/record]
%fnpc and %fpc are one and the same, %hnr. What do you need?[/center]
[/end]"
8554,"We of %fnpc are always willing to help members of %fpc. After all, we are both part of %fpa.[/center]
[/record]
I'm in %fnpc, you're in %fpc, we're both in %fpa.[/center]
[/record]
Any member of %fpa deserves my assistance.[/center]
[/record]
Hello.[/center]
[/end]"
8555,"I know %fnpc and %fpc are both part of %fpa,[/center]
but that doesn't obligate me to help you.[/center]
[/record]
I don t care if we are both under the %fpa,[/center]
I don't trust you. Shove off.[/center]
[/record]
Being under the thumb of %fpa doesn't mean[/center]
I have to help you.[/center]
[/record]
Go away. You bother me.[/center]
[/end]"
8556,"I know you! %fpc thinks quite highly of you.[/center]
[/record]
As a member of %fnpc, it behooves me to help a well respected member of %fpc such as yourself.[/center]
[/record]
You're that %ra in %fpc that everyone is talking about. I'm in %fnpc.[/center]
[/record]
Nice day, eh?[/center]
[/end]"
8557,"%fnpc and %fpc are allies. Of course I ll help you.[/center]
[/record]
%fpc? I'm in %fnpc![/center]
[/record]
%fpc has treated %fnpc with great respect. I am glad to help.[/center]
[/record]
And you need...?[/center]
[/end]"
8558,"I know %fnpc and %fpc are allied, but I[/center]
just don't like your attitude.[/center]
[/record]
Our factions may be allied, but I ve heard[/center]
about you %pcn. Don't think that entitles you[/center]
to my help.[/center]
[/record]
%fpc? The other sots in %fnpc may like them,[/center]
but I don't. Take your ugly face elsewhere.[/center]
[/record]
I have more important things to do than stand[/center]
here answering your foolish questions.[/center]
[/end]"
8559,"Well...%fnpc and %fpc are enemies, but you are highly respected.[/center]
[/record]
I'm in %fnpc. We don't normally deal with those in %fpc, but I know they hold you in high esteem.[/center]
[/record]
If I do this, you owe me one. Even though I dislike %fpc, I will help.[/center]
[/record]
I'm always glad to help.[/center]
[/end]"
8560,"You've convinced me. Even though I dislike %fpc, I will help.[/center]
[/record]
%fnpc and %fpc are enemies, but I've always thought %fpc were a decent sort.[/center]
[/record]
Even though %fnpc is opposed to %fpc, courtesy dictates that I help you.[/center]
[/record]
What is it?[/center]
[/end]"
8561,"Filthy %fpc. No loyal %fnpc would help your kind.[/center]
[/record]
%fpc? I wouldn t help you cross the street.[/center]
[/record]
I'm in %fnpc. We hate %fpc. Get lost.[/center]
[/record]
Why should I? Now step aside.[/center]
[/end]"
8562,"%fpc and %fnpc are both enemies of %fe. What can I do to help you?[/center]
[/record]
I despise %fe, and so does %fpc. Sure I ll help you.[/center]
[/record]
Any enemy of %fe is a friend of mine.[/center]
[/record]
Hi.[/center]
[/end]"
8563,"I don't care that you and I both hate[/center]
%fe. I'm not helping you.[/center]
[/record]
%fnpc may dislike %fe, but I like them.[/center]
%fpc is persecuting them, so I'm not about[/center]
to help you.[/center]
[/record]
%fpc and %fnpc[/center]
are both after %fe. I'm not[/center]
about to get in the middle.[/center]
Just forget you ever saw me.[/center]
[/record]
Idiot. I don't have the patience for your kind.[/center]
[/end]"
8564,"I am a member of %fnpc. Any friend of %fa is a friend of mine.[/center]
[/record]
You're in %fpc? I'm in %fnpc! We are both allied to %fa! Anyway, I'm always glad to help.[/center]
[/record]
%fpc is buddy-buddy with %fa. Sure I'll help.[/center]
[/record]
You look familiar. What do you need?[/center]
[/end]"
8565,"%fpc and %fnpc[/center]
may both be allied to %fa,[/center]
but I'm not a friend of yours.[/center]
[/record]
Look, %fnpc likes %fa,[/center]
but I don't. %fpc is also[/center]
cozy with them. Now you know why I wouldn't give you the time of day.[/center]
[/record]
How pedestrian. I'm bored.[/center]
[/end]"
