Key,Value
37800088,Buckingsley Orchard
38848675,Crommont
39897258,The Rusty Giant Pub
40946829,The Red Gnome Hostel
41995418,Old Belladyna's Farm
43044009,The Mines of Trististair
44092589,The Moorston Farmstead
45141172,Gromgon
46189758,The Mastering Graveyard
47239307,Fearful Star of Julianos
48287891,Blackcart
49336491,Ashsmith Manor
50386007,Ruins of Ashhouse Court
51434594,Hawksley Manor
52483202,The Woodsly Farmstead
53532730,Copperston Grange
54581316,Eastmoth
55629901,Infinite Altar of Julianos
56678486,Greenham Manor
57727088,Reypath
58775675,The Agrynak Reformatory
59825180,Longbrugh
60873792,Joyous Omen of Julianos
61922379,Horwick
62970962,The Vault of Necromaneon
64020540,Greenhart Manor
65069133,Ruins of Kingsmith Court
66118661,The Moorston Vaults
67167250,Gaerfield Grange
68215840,The Tower of Hearthston
69264418,Mastercroft Manor
70313006,Moorsmith Orchard
71362580,Pencroft
72412100,Graybrone Court
73460692,Old Elyrrya's Hovel
74509275,Castle Andistyr
75557860,Joyous Seer of Julianos
76606443,Kingcroft Manor
77655025,Bleeding Prophet of Julianos
78703621,Grayham
79754126,Ashsley Manor
80802705,Bleeding Idol of Julianos
81851318,Masterwing Palace
82899901,Gentle Seer of Julianos
83948486,The Wickfield Burial Ground
84998011,Strenner Haven
86046589,Castle Inveromius
87095172,The Rat and Stag Lodge
88144751,The Lysyrrya Council
89193380,Gentle Redeemer of Julianos
90242883,Tunford
91291465,Burning Altar of Julianos
92340049,Lamwick
93389631,Vancester
94438222,Beldama Coven
95486831,Vanwych
96536362,The Greenfield Farmstead
97584976,Moorhart's Guard
98634500,The Gaersley Farmstead
99683085,The Andistyr Mines
100731676,The Old Masterhouse Shack
101780275,The Old Masterford Shack
102829840,The Barbara Council
103878420,Merway
104926998,The Cavern of Baalodeusullah
105975582,Daenia
107024168,The Assembly of Gwynyvyra
108073675,The Ashford Farmstead
109122256,Wickton Orchard
110170837,The Woodsley Cemetery
111220475,Hawkford Court
112269981,Wailing Redeemer of Julianos
113318605,Vanmoth
114367199,Reymoth
115416754,Horton
116465344,Ruins of The Old Kingwing Hovel
117514869,Old Carolona's Farm
118563449,Aldville Borough
119612050,The Gaersmith Farmstead
120660644,Sage Monument
121709229,The Gaerston Graveyard
122758740,Copperhouse Grange
123807368,Copperford Hall
124856904,Jode Shrine
125905506,The Castle of Yeomham
126954090,The Buckinghouse Plantation
128002668,The Gaerston Farmstead
129052258,Divad Monument
130100836,Old Morgausa's Shack
131150355,Charencastle
132198935,Cromham
133247540,Longworth
134296118,Kingsley Hall
135344703,Whiteleigh
136393282,The Pig and Hedgehog Hostel
137442838,Wailing Ascencion of Julianos
138492425,The Greensmith Farmstead
139541006,Deerbridge
140590535,Moorhart Tower
141639113,The Yeomton Cabin
142687693,Singing Seer of Julianos
143736297,Ashham's Guard
144784878,The Cairn of Lithaneon
145833466,Kingford Palace
146883028,The Vannausa Assembly
147932580,Chestermont
148981173,Penpath
150029770,Holville
151079337,The Old Moorwing Hovel
152127924,Wilderwark
153177450,Copperhouse Hall
154226030,The Tower of Yeomhouse
155274620,Arking
156323205,Mermoth Hill
157371789,Meridge
158420367,Tamwark
159468951,Sacred Oracle of Julianos
160517537,The Lucky Bird Inn
161566120,Moorsmith Manor
162615664,Silent Relic of Julianos
163664262,The Hawking Farmstead
164713780,The Hearthhouse Farmstead
165762359,Aldingcart
166810942,Strenner Haven
167859563,Kinging Manor
168909136,Newtry
169957717,The Kingsly Farmstead
171006296,Graylech
172055814,Crosslech
173104395,Burgpath
174153013,Old Vannausa's Farm
175202549,Wickton Hall
176251136,Wickham Manor
177299719,Charenvale Hill
178349314,Fearful Ascencion of Julianos
179397897,Infinite Sunrise of Julianos
180447423,Chestermoth
181496001,Chesterwood
182544634,Longwark
183594148,Old Chrystara's Farm
184642761,Wicking Palace
185692306,Arkborne
186740890,Vanbury
187789480,Ruins of Tower Coppersmith
188838058,Yeomhouse Hall
189886639,Wilderbury 
190936200,Fearful Seer of Julianos
191984789,Crossbridge
193033388,Silent Prophet of Julianos
194082912,The Copperhart Plantation
195131507,Longwood
196180085,Coppering Court
197228666,Jode Shrine
198277279,Wailing Star of Julianos
199326807,The Friary of Morkexa
200375391,Westtry
201423978,Anvil of Ebonarm
202472567,Reliquary of Sai
203521155,Westlech
204570678,Buckinghart Palace
205619279,The Copperfield Graveyard
206667860,Inner Omen of Julianos
207716440,Wickwing Hall
208765019,The Wickton Plantation
209814545,Castle Nebuchovor
210863141,Merleigh
211911719,The Greenfield Graveyard
212960302,Hawkcroft Hall
214008880,Singing Light of Julianos
215057458,The Silver Woodchuck Tavern
216106061,Longwich
217155601,Aldingville
218204180,The Devil's Scorpion Inn
219252766,Burning Star of Julianos
220301352,Greensley Manor
221349949,The Old Woodcroft Shack
222399466,The Jubula Manse
223448068,The Masterford Cabin
224496663,Eternal Oracle of Julianos
225545242,The Bedyn Excavation
226594775,The Buckinghart Plantation
227643357,The Buckingcroft Farmstead
228691952,The Rodyctor Mines
229740548,Old Lysanna's Shack
230790072,The Wicksmith Farmstead
231838664,Uptry Hamlet
232887243,The Pig and Woodchuck Inn
233935824,THe Crypts of Mastersley
234984411,The Coppersly Cabin
236033946,Singshire
237082541,Merdale
238131137,Ashton's Hold
239179729,Castle Ashhart
240228309,Joyous Soul of Julianos
241277831,The Hearthsly Farmstead
242326410,Ripmont
243374990,Kington Orchard
244423575,Stokpath
245472167,Hawking Manor
246520759,Woodfield Manor
247570296,Old Ysyn's Hovel
248618891,Charworth
249667477,Gallogate
250716061,The Old Hawksley Hovel
251765596,Uping
252814179,The Gaol of Agristair
253862762,Holbeth
254911355,The Tombs of Greenford
255960897,Masterfield Manor
257009479,Castle Woodsly
258058071,Kirkwick
259106651,The Azriten Nest
260155237,Ripbrugh
261204805,Greening Hall
262253384,Tunmore
263301967,Gaerwing Manor
264350551,Masterton Manor
265400083,Knightshope 
266448664,Aldbridge
267497251,Eternal Idol of Julianos
268545845,Castle Buckingsmith
269594425,The Wickhart Farmstead
270643010,Wickcroft Manor
271692531,Gothwold
272741147,The Citadel of Hearthford
273790688,The Gaerhart Cemetery
274839270,Gentle Soul of Julianos
275887864,The Hold of Kington
276936447,Midmoth
277985994,The Hawkford Farmstead
279034605,Charcart Rock
280083184,Weeping Star of Julianos
281131762,The Prison of Mordyval
282180346,Blessed Altar of Julianos
283229870,Old Elyzyvyra's Hovel
284278456,Greenford Manor
285327034,Grimcart
286375614,The Convocation of Lysorya
287425179,The Tower of Andoryan
288473758,Morloloth
289522345,Old Evelyssa's Shack
290570940,Buckinghart Grange
291619528,Castle Edwistair
292669064,Kingston Court
293717643,The Kingfield Farmstead
294766233,Charendale
295814815,Hawksly Hall
296863393,The Woodwing Farmstead
297911989,Ruins of The Hearthton Cabin
298961507,The Haunt of Veromus
300010091,The Bat and Hedgehog Pub
301058678,Ruins of Moorston Manor
302112235,Deercastle
303164817,The Buckington Cabin
304214387,Hearthwing Hall
102317,The Laughing Fairy Tavern
1150898,The Stronghold of Yeomton
2200451,The Beaver and Woodchuck Lodge
3249038,Reyham End
4297647,Upbrugh
5347203,The Hawkton Plantation
6395781,The Woodsmith Farmstead
7444371,Moorford Tower
8494915,Wailing Martyr of Arkay
9543507,The Mordard House of Correction
10592095,Blackleigh
11640675,The Yeomwing Plantation
12689255,Hearthton Manor
13738833,Tammarket
14788383,Kirkbrugh
15837947,Ipsmore
16886544,Grimbury Derry
17935132,The Buckingham Farmstead
18984686,The Hold of Buckingston
20034217,The Yeomston Farmstead
21082809,Longleigh
22131392,Hearthham's Hold
23180955,Broadcart
24229551,The Sahiaminx Shrine
25278136,Longmoth Moor
26326726,Kirking
27375320,The Stronghold of Kingfield
28424822,The Crimson Muskrat Lodge
29473401,Lamgate
30521982,Castle Gaerhart
31570575,Ruins of Moorham Orchard
32619161,Sacred Tree of Arkay
33667771,Westwell
34717299,Ruins of Ashhart Manor
35765900,The Lynx and Helm Pub
36814497,Coppersly Grange
37864020,The Wickhouse Farmstead
38912631,The Tower of Greenhouse
39962191,The Hearthsley Farmstead
41010791,The Old Hearthcroft Hovel
42059381,Charenhead
43108908,Gaerhouse Court
44157501,Riphead
45207103,The Hold of Gaerfield
46256626,Woodwing Hall
47305205,The Howling Gnome Hostel
48353810,The Lion and Jug Inn
49402416,The Old Hearthcroft Hovel
50453974,Ruins of The Gaering Cabin
51502553,Moorsley Manor
52551131,Old Chrystayne's Place
53601704,The Hearthhouse Farmstead
54651219,Gaerford Court
55699804,Chesterborne
56748398,Penville
57796983,The Citadel of Wickhouse
58847549,Greensmith Hall
59896135,Ruins of Tower Kingfield
60944727,Marquis Nebuchobaus's Barrow
61993314,The Rat and Porcupine Lodge
63041894,The Evelabyth Tradition
64091412,The Dwarf and Badger Lodge
65139992,The Castle of Buckinghart
66188584,The Kingsmith Farmstead
67237179,Sacred Redeemer of Arkay
68286711,The Queen's Bird Pub
69336290,Castle Ashham
70384918,Warmont
71434446,The Mastering Cemetery
72483035,Strenner Haven
73531627,Sekker's Nest
74580205,The King's Fawn Tavern
75628804,Copperton Orchard
76678347,Charwark
77726942,Ruins of Greenton Orchard
78775535,Old Gwynabyth's Hovel
79825063,Old Elyzorya's Farm
80873654,Castle Yeomsley
81922238,Burning Star of Arkay
82970820,Charleigh
84019401,Woodwing Orchard
85067983,The Masterhart Burial Ground
86117570,Kirkmore
87167087,The Yeomhart Farmstead
88215680,The King's Goblin Hostel
89264263,Shelter of Phen
90312841,Eastmore
91361435,Kingfield Manor
92410014,Easttower Hollow
93458595,Greencroft Grange
94507181,Tower Kingwing
95556726,The Flying Guard Hostel
96605304,Mordistair Laboratory
97653884,The Gaerford Farmstead
98702479,The Masterham Farmstead
99752053,Blessed Rebirth of Arkay
100801584,The Fox and Porcupine Hostel
101850178,Buckingfield Tower
102898774,Old Carolabyth's Farm
103947361,Tunborne
104996873,The Laughing Priest Inn
106045462,Eternal Soul of Arkay
107094076,Hawking Orchard
108143605,Penford
109192193,Penwych
110240771,Ipsford
111289349,The Yeomsley Farmstead
112337960,Bleeding Altar of Arkay
113387489,The Moorfield Farmstead
114436114,Old Chrystabyth's Farm
115484694,The Hearthfield Plantation
116534209,Midgate
117582800,The Old Wickhouse Hovel
118631382,Ruins of The Ashing Cabin
119680960,Horvale
120729540,Baellech
121778120,The Hearthcroft Farmstead
122826723,Grimpath
123876239,The Hole of Sahatexah
124924856,Ruins of Old Lysausa's Shack
125974405,Tower Hearthsly
127023000,Holwall
128071603,Horwood Borough
129122120,Knightswell
130170704,Tuncester
131220303,The Dwarf and Cat Lodge
132268881,The Hawkton Farmstead
133317464,The Mole and Sword Pub
134366999,Ruins of Masterford Manor
135415589,Stokville
136464168,Wilderway Rock
137512746,The Cult of Morgausa
138561350,Buckingsley Court
139610902,The Savage Pit Inn
140659500,Hawkham Palace
141709035,Ruins of Old Vannyvyra's Hovel
142757626,Gallolech Borough
143806223,Old Vyctyn's Shack
144855775,The White Dagger Hostel
145905364,Deermore
146953950,Old Ysausa's Farm
148003506,Old Elyzyrrya's Farm
149052084,Aldworth
150100672,Greensley Hall
151150218,Gothton
152198801,The Copperston Cabin
153247417,The Buckinghart Cabin
154296967,The Temple of Gerith
155345573,The Kingford Farmstead
156395104,The Masterhart Plantation
157443701,Old Vannolda's Hovel
158492286,Yeoming Tower
159540883,Ruins of The Hold of Kinging
160590425,Buckingsly Grange
161639009,Wilderville Hill
162687606,Aldwich
163736184,Castle Hearthfield
164785725,The Woodsley Farmstead
165834307,The Woodcroft Farmstead
166882906,Perpetual Martyr of Arkay
167931491,Charidge
168981041,Shalgora
170029632,Castle Hearthcroft
171079189,The Bat and Wolf Inn
172127795,The Silver Badger Lodge
173177335,Baelton Rock
174225941,Moorwing Manor
175274519,The Moorton Plantation
176324069,Old Carolausa's Place
177372674,Sacred Ascencion of Arkay
178422212,The Knave and Hedgehog Inn
179470816,Burgdale
180520367,Castle Wicking
181568965,Yeomsmith Manor
182618552,The Toad and Mug Pub
183668098,The Convent of Sahuliva
184716680,Chestertown
185765272,Moorham Manor
186814834,Hearthsley Manor
187864406,Gaersmith Manor
188913010,Gaercroft Grange
189963559,The Hawkcroft Farmstead
191012140,Chesterleigh Hall
192061722,The Copperhouse Farmstead
193110309,Tower Yeoming
194159864,Ashing Manor
195209466,Baelwark
196259026,Hawkston Manor
197308606,The Moorston Farmstead
198360173,Ashsley Orchard
199408754,Ruins of The Kingford Farmstead
200458340,Kinging Court
201507911,The Fortress of Coppersmith
202560477,Castle Greenfield
203611055,Silent Sunrise of Arkay
204659633,The Fox and Scorpion Inn
205708232,Westmore
206757801,The White Hedgehog Inn
207807359,Baelborne
208856938,Old Lysanna's Place
209905538,Masterton Hall
210955079,Wickford Hall
212003668,Westdale Borough
213053235,Woodham Manor
214101830,Wooding Grange
215150415,The Old Yeomfield Hovel
216199970,The Gaerhouse Farmstead
217248570,The Masterwing Farmstead
218298126,Ashing Orchard
219347689,Daggerfall Coven
220397286,Fontton
221445866,The Ashsmith Graveyard
222494447,Moorsmith Hall
223544009,Woodsmith Hall
224592592,Ruins of Tower Yeomsley
225642153,Masterston Manor
226690748,Tower Mastersley
227739327,Moorton Hall
228788888,The Buckinghart Farmstead
229838455,Tower Yeomfield
230887052,The Dead Muskrat Tavern
231936622,Moorcroft Grange
232986202,Coppersley's Guard
234034781,Aldbrugh
235084334,Moorsmith Court
236132915,The Feather and Skull Tavern
237182500,The Woodston Farmstead
238232067,Newfort End
239283638,The Wooding Cabin
240332220,The Green Huntsman Tavern
241380799,Buckinghart Court
242431370,The House of Barelion
243481940,Ruins of Yeomsmith's Guard
451180,Damu-Ij
1499762,Old D'urdca's Shack
2550325,The Roost of Trogrugoth
3598903,The Fortress of Dozon
4647481,Paja
5696063,The Pig and Castle Lodge
6744641,The Nilpte Farmstead
7794211,The Hole of Jubulululla
8843782,Papyrydai
9893369,Bleeding Omen of Julianos
10942939,Ruins of The Dhirtum Farmstead
11991517,Dhurht's Hold
13041110,Ruins of Mhoghton Orchard
14090677,Fearful Relic of Julianos
15140240,Ruins of Tower Darhtin
16188823,The Pig and Goblin Hostel
17237401,Castle Glar
18285987,Fairgt Court
19334569,The Beaver and Chasm Lodge
20384117,Kieran Theatre
21432700,The Hold of Lellten
22481284,The Dorkum Asylum
23530863,The Lynx and Dragon Pub
24579454,Osaaqton
25628995,Singing Idol of Julianos
26677575,F'oz Manor
27726153,The Flying Goat Pub
28774732,Shuchim Grange
29823311,The Hold of Raerhter
30871891,Glaj Manor
31920477,Ruins of Old Nhurdti's Hovel
32969056,Kozta Court
34017636,The Hold of Faerd
35067198,Lhir'kern's Hold
36116757,The Citadel of Caiske
37165345,Ruins of The Old Klurkim Shack
38213929,Old Baishi's Hovel
39262516,Old Fhojba's Farm
40312067,The Screaming Pit Tavern
41360653,The Dwarf and Mug Lodge
42410213,Blessed Rebirth of Julianos
43458791,The Citadel of Vozun
44507374,The Tlithir Plantation
45555953,The Dirty Fawn Pub
46604536,Klesh Manor
47653120,The Green Priest Lodge
48702664,The Tower of T'ircten
49751260,The Caeghton Farmstead
50799843,Thirten Manor
51848421,The Rusty Badger Tavern
52897970,Fearful Oracle of Julianos
53946549,The Yeithoth Nest
54995127,Old T'erdca's Shack
56043707,Castle Dirkom
57092310,The Lion and Ogre Tavern
58141864,The Fortress of Fhorcur
59190442,T'us Court
60239020,Makeliria
61287598,Castle Garomyth
62336179,The Pit of Homunasuna
63384757,Fearful Martyr of Julianos
64433344,The Saochin Farmstead
65482884,Tulaoanu
66531463,Reliquary of Raen
67580057,The Old Curpten Shack
68628643,The Old Grirch Shack
69677222,Kieran Theatre
70726777,Merpir's Guard
71775358,Rlozar Manor
72824913,Singing Soul of Julianos
73873495,Sishten Manor
74922075,Umbelibu
75970667,The Dancing Pit Pub
77019246,Ruins of The Vlachar Farmstead
78067824,Old Shrez-si's Shack
79117383,Curt's Guard
80165962,The Fhazum Farmstead
81214555,B'erchur Grange
82263135,Abibon-gora
83312681,Wadijoniton
84361268,The Nhurnem Plantation
85409848,The Green Ogre Pub
86458426,The V'irmam Graveyard
87507004,Corrimon Hall
88555582,Old Fafylki's Place
89604169,The Dirty Dragon Hostel
90653698,Old Burktha's Hovel
91702276,Lhur's Hold
92750863,The Laughing Giant Tavern
93799443,The Cirm Graveyard
94848043,Old M'urcta's Farm
95897593,The Faortrn Plantation
96946179,Blessed Martyr of Julianos
97994759,Gruct Manor
99043338,The Rusty Muskrat Inn
100091918,The Dead Djinn Lodge
101140497,THe Crypts of C'uchun
102189078,Atruhda
103238607,Cudogudax
104287185,Gorhtur Manor
105335769,The Old Cyertun Hovel
106384356,Shrajten Tower
107432934,Old Rivja's Place
108481532,Klirgem Manor
109531082,The Feather and Djinn Tavern
110579675,Bubuweyn
111628255,Raicher Hall
112677791,Shelter of Phen
113726372,Talpir Manor
114774965,Tower Cavrn
115823544,The Fox and Pit Inn
116872122,Old Rhejba's Shack
117920716,Rhogusa
118969295,Joyous Redeemer of Julianos
120018855,The T'as Farmstead
121068397,The Old V'ajum Shack
122116976,The Sarm Farmstead
123165567,Old Lhag-i's Hovel
124214152,Shrine of Q'Olwen
125262730,B'uch Court
126311314,Shrush Manor
127359894,The Old Caujur Hovel
128408473,Castle V'urkir
129457052,The Fortress of Gevom
130505634,Jalenis
131555153,Ruins of Saerk Hall
132603731,The Crimson Griffin Tavern
133652330,Shrine of Bandi
134700917,Rlifyler Laboratory
135749512,Dagirgoth
136799061,Stught's Guard
137847660,Old Shoght-e's Farm
138897189,Flightke Hall
139945768,The Blorcom Plantation
140994350,Cerettunia
142042934,Issaqumbaa
143091521,Grirnen Grange
144140099,Rugrn's Hold
145188680,Vightte Manor
146237273,Rhaniriza
147285853,The V'eldin Plantation
148335379,B'act Manor
149383964,Ruins of The Old Starte Shack
150432545,Ruins of Lharkar's Hold
151481123,The Rat and Rascal Inn
152529710,The Savage Barbarian Inn
153578291,The Vildke Plantation
154626869,The Rlactum Farmstead
155675450,Akhemirea
156724029,Akhyrybu
157772607,The Merrn Farmstead
158822134,The Haunt of Morehar
159870733,The Nus Cemetery
160919313,Castle T'ich
161967904,Rairm's Hold
163016493,Tasandaplex
164066011,Old Shus-i's Farm
165114592,Ruins of Old F'esh-e's Hovel
166163176,The Greght Graveyard
167211772,C'allem Manor
168260351,Kerpe Hall
169308930,Maecter Tower
170357510,Ruins of The Hold of Nalprn
171406098,The V'urpe Cemetery
172455627,The Krirg Cemetery
173504211,The Grumdred Aerie
174552797,The Toad and Ogre Lodge
175601395,Penazar
176650933,Wailing Oracle of Julianos
177699513,Gysaka-Ij
178748105,Mholl Hall
179796694,The Cyorkur Cemetery
180845281,The Nhurchen Farmstead
181893859,Ghusta Manor
182943378,Eternal Ascencion of Julianos
183991957,Mogakareg
185040557,Reliquary of Raen
186089148,The Lion and Dagger Hostel
187137731,Burning Oracle of Julianos
188186309,The Savage Woodchuck Tavern
189235845,The Lynx and Muskrat Lodge
190284441,Klizem Palace
191333021,Maaqrana
192381599,The Hold of Sairhtten
193430183,Memi-Hassi
194478770,The Gold Castle Pub
195528280,Tsetudax
196576859,Tower Boorke
197625443,The Chelp Farmstead
198674032,Vlerc'kern Manor
199722610,Rlefylt Orchard
200771203,The Nest of Moredred
201820745,Tsetandasia
202869333,Shejt Manor
203917946,Mhernte Orchard
204966526,The Tower of Khurpem
206015104,Kieran Theatre
207063682,Tsetono
208112261,Pheonuthuweyn
209161765,The Mole and Giant Tavern
210210343,The Rashim Plantation
211258923,Board's Guard
212307503,The D'arnrn Farmstead
213356112,The Tower of T'uzun
214404691,The Gold Huntsman Pub
215454235,Ghurk Manor
216502817,Isfibia
217551397,Vlargten Grange
218599975,The Dhar Farmstead
219648564,The Restless Mug Hostel
220697153,Slorton Hall
221745731,The Maurken Plantation
222794312,Blessed Prophet of Julianos
223843833,The Cort Farmstead
224892411,T'old Manor
225941010,Elii-Korom
226989591,Strenner Haven
228038177,The Duth Farmstead
229086774,Umbaus
230135354,Bechur Tower
231184859,The Bildta Farmstead
232233437,The Citadel of Grorger
233282022,Mirpun Orchard
234330601,The Shothin Farmstead
235379181,Ramallabi
236427761,Ramoparia
237476365,The Chujam Graveyard
238524945,The Hold of Dosum
239573523,Reliquary of Sai
240622102,Khajeraara
241670681,The Beaver and Porcupine Tavern
242719259,Ruins of The Gloge Farmstead
422217,The Tomb of Lithelaus
1472793,The Thirsty Stag Lodge
2522384,Old Chistka's Farm
3571939,Gentle Sunrise of Zenithar
4620529,Castle Sall
5670107,Nild'kern Grange
6719678,The Aviary of Moriker
7768256,Old Nhernti's Shack
8817816,F'aven Manor
9866412,Holy Tree of Zenithar
10915971,The Old M'ormum Place
11964554,Agurea
13013144,Infinite Redeemer of Zenithar
14062727,The Beaver and Helm Hostel
15112282,The Old Mhilp'kern Shack
16160874,The Old Glicht Shack
17209457,Bubiton
18258035,Vermhoth
19307573,Stifylir's Guard
20356153,The Beghtem Vaults
21404742,The Glarcer Reformatory
22453335,Kalereg
23501917,Mijke Manor
24551464,Meg Grange
25600053,Byry-Hassi
26648635,The Mole and Dragon Pub
27697213,T'ashten Orchard
28746754,Tlactrn Manor
29796342,Sedettu-Thar
30844947,The B'uld Farmstead
31894520,The Fox and Pit Pub
32944070,Mhurd Manor
33992663,Tuldam Hall
35042205,Old M'urkfa's Hovel
36090806,Akhakadisu
37139395,The Gocht Mines
38188936,The Silver Badger Hostel
39237520,The Laughing Barbarian Hostel
40286098,Mes'kern Hall
41334702,Pythuwan
42383281,Gysator
43433818,Tsetejer
44482396,The Beaver and Chasm Lodge
45530996,Papiiton
46579580,Castle Sharg
47628158,Joyous Sunrise of Zenithar
48676737,The Gerchom Farmstead
49726284,The Bat and Giant Pub
50774863,The Mazten Farmstead
51824429,Chafylir Manor
52873035,Vloston Manor
53921619,The Nest of Norlotor
54971181,Zenascuja
56019767,Dirn Court
57069315,Ramissi-Thar
58117895,M'eg Hall
59166478,Glirt Manor
60215059,Khajoasa
61264616,Slirner Palace
62313197,The Flying Giant Lodge
63361797,Inner Omen of Zenithar
64410377,Tower Boov
65459927,Cudohaus
66509499,Holy Star of Zenithar
67558077,Berbilania
68606657,Berbillia
69655238,Appoguza
70703828,Ruins of Caj's Hold
71752409,The Gerexulla Hermitage
72800987,The Feather and Jug Tavern
73850519,The Graves of Krarcht
74899129,Furg'kern Palace
75948681,V'urmom Hall
76997259,F'ivir Hall
78045848,The Dirty Castle Pub
79094443,The Pig and Djinn Pub
80143981,Klormte Palace
81192574,Akhilah
82241157,The Restless Bird Lodge
83289750,THe Crypts of V'ild
84339323,Eternal Idol of Zenithar
85388865,Mogiga
86437446,Holy Rebirth of Zenithar
87486028,Perpetual Oracle of Zenithar
88534608,The Tuj Excavation
89583206,The Gold Muskrat Lodge
90632735,The Nest of Helloth
91681351,Papabi
92729932,Fearful Prophet of Zenithar
93778513,Javyryria
94828082,Weeping Star of Zenithar
95877618,The House of Duke Stadoban
96926208,The Maelith Grotto
97975791,The Dead Huntsman Tavern
99024371,Zenaaqza
100073931,Birrn Manor
101122512,Silent Ascencion of Zenithar
102171092,Kairou
103220655,T'erhtir Manor
104269250,Ruins of Old Fur-e's Place
105318809,Nhordam's Hold
106367400,Ruins of Caact's Guard
107417960,The Fox and Giant Lodge
108467549,Mesolah
109517128,Kloz's Hold
110566689,Kieran Theatre
111615270,Tasibusa
112663853,Suct'kern Laboratory
113712441,Syrissibia
114762019,The Anlobith Nest
115811579,Dhigur's Gaol
116861158,The Dead Barbarian Tavern
117910729,Old Lhuski's Hovel
118959318,Ruins of The Tower of M'irkam
120008890,Pheonotuwan
121057472,Rhostan Court
122108043,The Queen's Giant Hostel
123156623,Tlircem Court
124206189,Dagradred
125256767,Ruins of The Old Caermim Hovel
126306337,The Tomb of Lithimon
127354915,The Rattgagod Coop
128406484,Burning Martyr of Zenithar
405246,Ruins of Tlolp'kern Manor
1453839,T'over Tower
2503410,Old Blugta's Shack
3551994,Berbajan
4601545,The Nest of Skoedon
5651115,The Feather and Dog Tavern
6699705,Pothago
7748286,The Stronghold of Cirden
8796871,Kizt Hall
9846445,The D'ildin Farmstead
10895027,Shrine of Vigryl
11944584,Castle Revir
12993164,The Old Raeldke Shack
14042717,Ruins of Thash Hall
15091299,The Stald Plantation
16139879,Maarkun Manor
17188484,The Nest of Grumotghu
18238038,The Kurten Cabin
19286620,The Savage Scorpion Hostel
20335209,The Mouse and Barbarian Lodge
21384782,Caildke's Hold
22434346,The Mole and Pit Tavern
23482926,The King's Woodchuck Pub
24532476,Old Sterch-e's Farm
25581062,Menakat
26629643,Gifyl Hall
27679216,The Lynx and Ogre Lodge
28727804,Glirnom Orchard
29776391,Papumba-Hassi
30825931,The Vault of Garoghyth
31874517,Old Nharni's Hovel
32923104,Old Ghagtha's Farm
33971691,Divad Monument
35021238,Rhogunnu-Kom
36069827,The Old D'osh Shack
37118416,Shrine of Jone
38167971,The Kloldem Cabin
39216553,Jalaria
40267110,The Old Shevum Hovel
41315693,Mesiijet
42364284,Glethar Manor
43413851,The Thirsty Dagger Hostel
44463418,Kast Court
45512014,Dallir Manor
46560592,The Crimson Goblin Pub
47610161,Shug Hall
48660736,The Old Sircta Shack
49709315,Tsetillian
50757896,Floct Manor
51808468,Ghergun Palace
52857051,The White Goblin Lodge
53907620,Vuch Hall
54956200,The Laughing Cat Hostel
389307,The Gold Gnome Inn
1439881,Tsetinkat
2490452,Kieran Theatre
3539033,The Green Griffin Tavern
4588614,Ruins of Sorp Manor
5639186,The Fhizta Farmstead
6688752,The Boirch Cabin
7737330,Morakaton
8785917,Ruins of Old Fharmki's Hovel
9835487,Old Lhazba's Farm
10885059,Peraja
11934644,The Dirty Djinn Pub
12985207,Anteleliisa
14033785,Kreldam Manor
15083343,Elissinia
16132939,Berhter Manor
17182495,The Tower of Chozten
18231074,Castle Chevrn
19279656,Lilalah
20328235,Zaguh-Hassi
21376817,Zagiladax
22425408,The Queen's Badger Inn
23474948,Castle Mormun
24523552,Ruins of T'elpir Palace
25572130,The Rojum Farmstead
26620731,The Feather and Chasm Lodge
27670263,Castle Nhurm
28718877,The Howling Pit Hostel
29768408,The Old Rhightom Place
30816987,THe Crypts of F'artar
31866571,The Dancing Hedgehog Pub
32915161,Vorar's Hold
33964710,The Klerkum Farmstead
35013293,The Thirsty Dungeon Lodge
36061878,The Feather and Priest Lodge
37111436,The Glath Burial Ground
38160033,The Slarmim Crypts
39209582,The Gold Goat Pub
40258178,Lhos Palace
41306758,Florden Hall
42355356,Pumbarea
43403949,Gullem Orchard
44453477,Hezuus's Web
45502082,The Flying Goblin Inn
46550665,Ruins of The Fortress of Suthar
47600192,Slirm Palace
48648775,The Mole and Fairy Hostel
49697401,Ruins of Old Coshka's Place
50746930,Old Caijja's Hovel
51795519,Castle Grertur
52844114,Wadijuthureg
53893647,Jode Shrine
54942260,Raarcke Manor
55990857,Javaaqdax
57040398,The Fox and Gnome Lodge
58089948,The Sauctam Farmstead
59138539,Khajeus
60187123,Myrkwasa
61236724,The Lucky Fairy Hostel
62285304,Koctrn Tower
63334826,Blessed Relic of Kynareth
64383429,The Red Priest Tavern
65432010,Lerawan
66481563,The Laughing Woodchuck Lodge
67531129,Bourdem Laboratory
68579726,The Lynx and Goblin Lodge
69628305,Rhanotujer
70676905,B'ellan Manor
71725500,Akhallaton
72775003,Tasohakat
73823583,The Fortress of Baller
74872186,Coven of the Tide
75921739,Ruins of Old Fharht-si's Farm
76970322,The Black Guard Tavern
78018908,Syroccoreg
79067489,Thofyl Manor
80117069,Vornem Grange
81165675,The Howling Barbarian Lodge
82215202,Blernin Hall
83263781,The Shrizan Plantation
84313335,The Tlirkt Farmstead
85361916,Old Rairn-e's Hovel
86410520,Honi-Kom
